ribs,ribs,ribs,ribs,ribs,ribs,ribs,ribs,Leire1,Leire1,Leire2,Leire2,Leire1,Leire2
51.35,301.81,6300,75000,18.9,15.43,2.19,0.6,700,0.9,700,1.0,51.35,51.35
54.36,263.09,6300,75000,22.81,27.61,2.47,0.6,700,0.9,700,1.0,54.36,54.36
26.79,239.9,6300,75000,19.45,17.91,2.48,0.6,700,0.9,700,1.0,26.79,26.79
43.51,203.79,6300,75000,19.26,26.99,1.71,0.6,700,0.9,700,1.0,43.51,43.51
60.31,332.09,6300,75000,19.87,16.14,1.01,0.6,700,0.9,700,1.0,60.31,60.31
31.11,322.01,6300,75000,17.56,14.64,1.87,0.6,700,0.9,700,1.0,31.11,31.11
67.9,254.77,6300,75000,15.35,17.3,1.32,0.6,700,0.9,700,1.0,67.9,67.9
35.38,211.56,6300,75000,15.07,18.54,2.55,0.6,700,0.9,700,1.0,35.38,35.38
30.26,302.27,6300,75000,24.52,23.44,2.87,0.6,700,0.9,700,1.0,30.26,30.26
55.56,299.48,6300,75000,17.43,16.01,2.53,0.6,700,0.9,700,1.0,55.56,55.56
44.71,344.36,6300,75000,18.91,24.47,1.89,0.6,700,0.9,700,1.0,44.71,44.71
63.49,232.27,6300,75000,23.88,14.84,2.92,0.6,700,0.9,700,1.0,63.49,63.49
36.29,317.66,6300,75000,23.44,17.76,1.95,0.6,700,0.9,700,1.0,36.29,36.29
53.8,343.02,6300,75000,16.46,18.08,2.34,0.6,700,0.9,700,1.0,53.8,53.8
51.2,249.73,6300,75000,22.18,20.59,2.23,0.6,700,0.9,700,1.0,51.2,51.2
53.95,198.5,6300,75000,20.21,26.34,2.95,0.6,700,0.9,700,1.0,53.95,53.95
49.71,260.31,6300,75000,14.71,16.9,1.03,0.6,700,0.9,700,1.0,49.71,49.71
35.65,216.48,6300,75000,15.0,25.8,1.06,0.6,700,0.9,700,1.0,35.65,35.65
23.81,339.74,6300,75000,16.61,17.79,1.21,0.6,700,0.9,700,1.0,23.81,23.81
31.88,184.46,6300,75000,22.63,25.87,2.07,0.6,700,0.9,700,1.0,31.88,31.88
40.77,239.08,6300,75000,19.42,14.7,2.73,0.6,700,0.9,700,1.0,40.77,40.77
42.0,226.35,6300,75000,18.97,26.39,1.68,0.6,700,0.9,700,1.0,42.0,42.0
45.78,320.63,6300,75000,22.06,14.55,2.3,0.6,700,0.9,700,1.0,45.78,45.78
37.24,305.92,6300,75000,24.97,18.87,2.71,0.6,700,0.9,700,1.0,37.24,37.24
57.02,304.15,6300,75000,22.5,17.25,2.44,0.6,700,0.9,700,1.0,57.02,57.02
44.82,211.38,6300,75000,19.04,18.78,1.25,0.6,700,0.9,700,1.0,44.82,44.82
68.51,196.96,6300,75000,19.07,17.06,2.11,0.6,700,0.9,700,1.0,68.51,68.51
78.82,215.02,6300,75000,18.4,23.77,1.86,0.6,700,0.9,700,1.0,78.82,78.82
58.66,298.3,6300,75000,18.25,16.81,2.43,0.6,700,0.9,700,1.0,58.66,58.66
44.9,281.52,6300,75000,15.67,20.4,2.06,0.6,700,0.9,700,1.0,44.9,44.9
43.69,321.57,6300,75000,16.85,27.8,1.37,0.6,700,0.9,700,1.0,43.69,43.69
19.3,292.48,6300,75000,18.65,21.46,2.67,0.6,700,0.9,700,1.0,19.3,19.3
33.22,256.26,6300,75000,18.2,14.87,2.75,0.6,700,0.9,700,1.0,33.22,33.22
30.55,322.76,6300,75000,22.94,27.42,2.81,0.6,700,0.9,700,1.0,30.55,30.55
31.84,241.88,6300,75000,23.56,28.97,1.18,0.6,700,0.9,700,1.0,31.84,31.84
39.9,210.58,6300,75000,20.94,26.59,1.76,0.6,700,0.9,700,1.0,39.9,39.9
43.46,194.52,6300,75000,16.58,20.76,1.84,0.6,700,0.9,700,1.0,43.46,43.46
23.26,313.34,6300,75000,22.77,21.64,2.9,0.6,700,0.9,700,1.0,23.26,23.26
55.95,300.66,6300,75000,17.38,27.37,2.26,0.6,700,0.9,700,1.0,55.95,55.95
41.62,309.08,6300,75000,24.62,25.75,2.76,0.6,700,0.9,700,1.0,41.62,41.62
88.22,299.24,6300,75000,16.74,22.32,2.7,0.6,700,0.9,700,1.0,88.22,88.22
36.96,210.8,6300,75000,23.71,22.87,2.0,0.6,700,0.9,700,1.0,36.96,36.96
54.18,223.57,6300,75000,17.02,26.08,2.86,0.6,700,0.9,700,1.0,54.18,54.18
33.75,315.92,6300,75000,17.4,16.73,2.46,0.6,700,0.9,700,1.0,33.75,33.75
56.22,189.48,6300,75000,17.76,15.73,2.48,0.6,700,0.9,700,1.0,56.22,56.22
46.52,255.92,6300,75000,17.79,18.21,2.6,0.6,700,0.9,700,1.0,46.52,46.52
36.25,212.14,6300,75000,24.2,25.35,2.88,0.6,700,0.9,700,1.0,36.25,36.25
45.38,287.22,6300,75000,21.7,17.38,1.5,0.6,700,0.9,700,1.0,45.38,45.38
36.68,268.72,6300,75000,20.91,24.6,1.63,0.6,700,0.9,700,1.0,36.68,36.68
35.23,315.58,6300,75000,16.35,16.37,2.42,0.6,700,0.9,700,1.0,35.23,35.23
35.01,229.09,6300,75000,18.88,20.07,2.02,0.6,700,0.9,700,1.0,35.01,35.01
34.3,321.66,6300,75000,24.57,19.79,2.39,0.6,700,0.9,700,1.0,34.3,34.3
29.06,325.14,6300,75000,24.89,27.94,2.9,0.6,700,0.9,700,1.0,29.06,29.06
33.58,223.93,6300,75000,16.5,19.57,1.38,0.6,700,0.9,700,1.0,33.58,33.58
31.03,346.6,6300,75000,20.24,28.55,1.43,0.6,700,0.9,700,1.0,31.03,31.03
65.68,275.79,6300,75000,17.72,15.9,2.88,0.6,700,0.9,700,1.0,65.68,65.68
33.67,267.61,6300,75000,19.56,16.31,2.32,0.6,700,0.9,700,1.0,33.67,33.67
55.04,323.95,6300,75000,16.14,26.39,1.24,0.6,700,0.9,700,1.0,55.04,55.04
29.8,209.21,6300,75000,15.51,21.58,1.53,0.6,700,0.9,700,1.0,29.8,29.8
42.63,290.78,6300,75000,24.12,23.42,2.96,0.6,700,0.9,700,1.0,42.63,42.63
43.29,337.98,6300,75000,23.13,22.08,1.23,0.6,700,0.9,700,1.0,43.29,43.29
44.94,190.09,6300,75000,23.42,16.53,1.16,0.6,700,0.9,700,1.0,44.94,44.94
41.89,175.12,6300,75000,19.7,18.57,2.71,0.6,700,0.9,700,1.0,41.89,41.89
49.14,238.67,6300,75000,21.59,16.6,2.58,0.6,700,0.9,700,1.0,49.14,49.14
29.63,222.68,6300,75000,22.57,28.47,1.72,0.6,700,0.9,700,1.0,29.63,29.63
33.05,347.68,6300,75000,16.99,21.75,1.01,0.6,700,0.9,700,1.0,33.05,33.05
19.87,284.35,6300,75000,14.74,24.73,2.51,0.6,700,0.9,700,1.0,19.87,19.87
45.93,331.6,6300,75000,23.85,26.63,2.29,0.6,700,0.9,700,1.0,45.93,45.93
27.56,326.41,6300,75000,15.73,18.15,2.39,0.6,700,0.9,700,1.0,27.56,27.56
42.55,245.68,6300,75000,18.79,19.32,2.85,0.6,700,0.9,700,1.0,42.55,42.55
21.64,237.73,6300,75000,23.19,14.51,1.49,0.6,700,0.9,700,1.0,21.64,21.64
48.83,340.94,6300,75000,23.31,20.22,1.88,0.6,700,0.9,700,1.0,48.83,48.83
45.73,224.77,6300,75000,23.76,17.28,1.08,0.6,700,0.9,700,1.0,45.73,45.73
55.48,215.56,6300,75000,24.36,27.59,2.44,0.6,700,0.9,700,1.0,55.48,55.48
61.01,309.63,6300,75000,21.53,17.5,2.96,0.6,700,0.9,700,1.0,61.01,61.01
29.27,194.0,6300,75000,24.7,20.1,2.33,0.6,700,0.9,700,1.0,29.27,29.27
26.41,214.14,6300,75000,18.23,17.04,2.29,0.6,700,0.9,700,1.0,26.41,26.41
39.1,227.1,6300,75000,14.79,16.83,1.33,0.6,700,0.9,700,1.0,39.1,39.1
73.4,300.25,6300,75000,17.84,22.97,1.69,0.6,700,0.9,700,1.0,73.4,73.4
62.24,234.82,6300,75000,17.59,15.96,1.19,0.6,700,0.9,700,1.0,62.24,62.24
24.24,304.94,6300,75000,15.58,20.77,2.25,0.6,700,0.9,700,1.0,24.24,24.24
48.15,293.21,6300,75000,24.24,20.01,1.46,0.6,700,0.9,700,1.0,48.15,48.15
38.49,207.71,6300,75000,14.7,23.79,1.88,0.6,700,0.9,700,1.0,38.49,38.49
44.52,258.24,6300,75000,16.05,25.51,2.34,0.6,700,0.9,700,1.0,44.52,44.52
52.53,252.25,6300,75000,15.16,17.43,2.17,0.6,700,0.9,700,1.0,52.53,52.53
25.85,348.17,6300,75000,23.27,25.98,2.44,0.6,700,0.9,700,1.0,25.85,25.85
50.01,311.73,6300,75000,18.34,18.05,1.74,0.6,700,0.9,700,1.0,50.01,50.01
27.07,300.36,6300,75000,24.72,18.92,2.72,0.6,700,0.9,700,1.0,27.07,27.07
66.59,274.94,6300,75000,15.14,17.7,1.81,0.6,700,0.9,700,1.0,66.59,66.59
47.37,248.49,6300,75000,24.33,15.87,1.02,0.6,700,0.9,700,1.0,47.37,47.37
34.2,340.18,6300,75000,20.39,27.65,1.08,0.6,700,0.9,700,1.0,34.2,34.2
56.82,175.37,6300,75000,21.07,22.39,1.54,0.6,700,0.9,700,1.0,56.82,56.82
38.69,269.91,6300,75000,20.27,20.68,1.9,0.6,700,0.9,700,1.0,38.69,38.69
35.26,240.85,6300,75000,22.38,14.79,1.77,0.6,700,0.9,700,1.0,35.26,35.26
44.6,229.5,6300,75000,14.92,28.71,2.71,0.6,700,0.9,700,1.0,44.6,44.6
45.09,333.14,6300,75000,20.13,14.74,1.58,0.6,700,0.9,700,1.0,45.09,45.09
66.32,268.87,6300,75000,17.8,26.92,1.92,0.6,700,0.9,700,1.0,66.32,66.32
34.35,318.33,6300,75000,19.37,21.88,1.23,0.6,700,0.9,700,1.0,34.35,34.35
49.82,213.79,6300,75000,21.23,19.18,1.12,0.6,700,0.9,700,1.0,49.82,49.82
44.05,317.36,6300,75000,23.2,15.4,1.72,0.6,700,0.9,700,1.0,44.05,44.05
25.0,267.24,6300,75000,15.6,20.33,1.56,0.6,700,0.9,700,1.0,25.0,25.0
35.32,308.56,6300,75000,19.35,22.81,2.08,0.6,700,0.9,700,1.0,35.32,35.32
58.56,235.73,6300,75000,19.12,16.2,2.82,0.6,700,0.9,700,1.0,58.56,58.56
24.13,272.4,6300,75000,16.97,22.36,2.35,0.6,700,0.9,700,1.0,24.13,24.13
31.8,213.0,6300,75000,15.05,21.47,2.84,0.6,700,0.9,700,1.0,31.8,31.8
41.73,342.89,6300,75000,15.64,28.6,1.79,0.6,700,0.9,700,1.0,41.73,41.73
38.94,289.76,6300,75000,17.01,23.48,1.93,0.6,700,0.9,700,1.0,38.94,38.94
37.06,195.17,6300,75000,19.01,20.65,2.82,0.6,700,0.9,700,1.0,37.06,37.06
42.33,270.47,6300,75000,20.69,15.11,2.45,0.6,700,0.9,700,1.0,42.33,42.33
42.83,333.26,6300,75000,23.0,14.96,2.34,0.6,700,0.9,700,1.0,42.83,42.83
49.55,246.56,6300,75000,16.83,15.61,1.34,0.6,700,0.9,700,1.0,49.55,49.55
32.9,271.25,6300,75000,24.02,21.1,2.73,0.6,700,0.9,700,1.0,32.9,32.9
36.19,214.64,6300,75000,24.48,25.32,2.28,0.6,700,0.9,700,1.0,36.19,36.19
29.35,347.45,6300,75000,21.26,15.84,2.25,0.6,700,0.9,700,1.0,29.35,29.35
80.94,190.75,6300,75000,23.04,25.47,1.48,0.6,700,0.9,700,1.0,80.94,80.94
34.51,345.13,6300,75000,22.9,25.57,1.29,0.6,700,0.9,700,1.0,34.51,34.51
31.43,310.59,6300,75000,17.51,19.86,1.62,0.6,700,0.9,700,1.0,31.43,31.43
54.87,308.98,6300,75000,22.47,20.47,2.24,0.6,700,0.9,700,1.0,54.87,54.87
69.37,204.12,6300,75000,19.41,27.76,2.61,0.6,700,0.9,700,1.0,69.37,69.37
46.84,262.34,6300,75000,17.89,15.22,1.57,0.6,700,0.9,700,1.0,46.84,46.84
32.53,249.46,6300,75000,22.37,26.66,2.52,0.6,700,0.9,700,1.0,32.53,32.53
42.25,263.77,6300,75000,17.54,19.99,2.89,0.6,700,0.9,700,1.0,42.25,42.25
51.72,323.47,6300,75000,15.87,15.37,1.46,0.6,700,0.9,700,1.0,51.72,51.72
37.78,219.22,6300,75000,14.83,23.35,1.11,0.6,700,0.9,700,1.0,37.78,37.78
30.72,335.22,6300,75000,23.17,23.58,1.83,0.6,700,0.9,700,1.0,30.72,30.72
45.0,282.64,6300,75000,17.06,24.42,2.54,0.6,700,0.9,700,1.0,45.0,45.0
21.13,241.15,6300,75000,16.24,25.98,2.01,0.6,700,0.9,700,1.0,21.13,21.13
42.78,288.67,6300,75000,15.77,26.83,2.0,0.6,700,0.9,700,1.0,42.78,42.78
49.07,263.91,6300,75000,15.44,21.42,1.1,0.6,700,0.9,700,1.0,49.07,49.07
40.39,297.06,6300,75000,23.22,15.59,1.68,0.6,700,0.9,700,1.0,40.39,40.39
52.94,275.17,6300,75000,18.13,24.12,2.87,0.6,700,0.9,700,1.0,52.94,52.94
23.43,285.24,6300,75000,23.48,28.36,1.25,0.6,700,0.9,700,1.0,23.43,23.43
26.86,236.73,6300,75000,22.84,24.4,1.96,0.6,700,0.9,700,1.0,26.86,26.86
40.47,201.36,6300,75000,19.94,19.67,1.77,0.6,700,0.9,700,1.0,40.47,40.47
33.93,328.0,6300,75000,15.99,25.62,2.24,0.6,700,0.9,700,1.0,33.93,33.93
22.44,264.36,6300,75000,21.94,14.58,1.41,0.6,700,0.9,700,1.0,22.44,22.44
49.42,310.41,6300,75000,16.07,20.63,2.66,0.6,700,0.9,700,1.0,49.42,49.42
28.7,312.9,6300,75000,22.02,23.68,2.25,0.6,700,0.9,700,1.0,28.7,28.7
62.61,209.43,6300,75000,24.93,16.95,1.02,0.6,700,0.9,700,1.0,62.61,62.61
48.29,344.56,6300,75000,22.56,27.74,2.22,0.6,700,0.9,700,1.0,48.29,48.29
36.83,247.0,6300,75000,20.58,25.82,2.68,0.6,700,0.9,700,1.0,36.83,36.83
40.97,177.06,6300,75000,20.05,19.35,2.3,0.6,700,0.9,700,1.0,40.97,40.97
29.38,239.61,6300,75000,14.97,18.5,2.07,0.6,700,0.9,700,1.0,29.38,29.38
29.9,334.39,6300,75000,16.68,28.85,1.28,0.6,700,0.9,700,1.0,29.9,29.9
42.2,329.49,6300,75000,18.51,24.83,1.07,0.6,700,0.9,700,1.0,42.2,42.2
52.65,261.34,6300,75000,24.11,23.95,2.13,0.6,700,0.9,700,1.0,52.65,52.65
44.28,244.65,6300,75000,24.05,16.05,2.37,0.6,700,0.9,700,1.0,44.28,44.28
33.29,327.47,6300,75000,17.92,28.42,1.51,0.6,700,0.9,700,1.0,33.29,33.29
39.96,208.37,6300,75000,19.89,21.72,2.18,0.6,700,0.9,700,1.0,39.96,39.96
50.2,317.03,6300,75000,17.15,23.56,2.76,0.6,700,0.9,700,1.0,50.2,50.2
45.62,341.28,6300,75000,18.71,19.37,2.27,0.6,700,0.9,700,1.0,45.62,45.62
36.61,253.96,6300,75000,17.18,23.7,2.28,0.6,700,0.9,700,1.0,36.61,36.61
87.44,260.92,6300,75000,18.45,27.13,1.98,0.6,700,0.9,700,1.0,87.44,87.44
57.36,257.82,6300,75000,22.66,21.86,1.19,0.6,700,0.9,700,1.0,57.36,57.36
43.59,220.52,6300,75000,17.34,24.66,1.82,0.6,700,0.9,700,1.0,43.59,43.59
39.56,319.05,6300,75000,19.35,16.48,2.99,0.6,700,0.9,700,1.0,39.56,39.56
55.36,252.55,6300,75000,17.46,25.08,1.37,0.6,700,0.9,700,1.0,55.36,55.36
48.07,193.4,6300,75000,23.65,28.13,2.67,0.6,700,0.9,700,1.0,48.07,48.07
40.9,251.86,6300,75000,22.86,27.97,2.54,0.6,700,0.9,700,1.0,40.9,40.9
34.14,216.89,6300,75000,14.5,21.67,2.82,0.6,700,0.9,700,1.0,34.14,34.14
46.56,322.63,6300,75000,15.27,19.73,2.98,0.6,700,0.9,700,1.0,46.56,46.56
36.57,241.59,6300,75000,15.01,27.03,2.41,0.6,700,0.9,700,1.0,36.57,36.57
77.12,335.59,6300,75000,20.63,22.91,2.73,0.6,700,0.9,700,1.0,77.12,77.12
39.79,230.82,6300,75000,15.86,23.84,2.65,0.6,700,0.9,700,1.0,39.79,39.79
39.65,341.63,6300,75000,15.89,14.6,2.78,0.6,700,0.9,700,1.0,39.65,39.65
41.53,273.02,6300,75000,17.32,27.3,2.7,0.6,700,0.9,700,1.0,41.53,41.53
45.45,199.97,6300,75000,15.13,15.18,2.32,0.6,700,0.9,700,1.0,45.45,45.45
27.96,188.57,6300,75000,21.35,19.25,1.78,0.6,700,0.9,700,1.0,27.96,27.96
43.19,221.1,6300,75000,16.86,19.98,1.07,0.6,700,0.9,700,1.0,43.19,43.19
32.72,283.43,6300,75000,20.42,28.25,2.91,0.6,700,0.9,700,1.0,32.72,32.72
45.5,208.08,6300,75000,20.04,22.68,1.7,0.6,700,0.9,700,1.0,45.5,45.5
40.66,269.3,6300,75000,22.27,22.59,1.55,0.6,700,0.9,700,1.0,40.66,40.66
28.76,295.8,6300,75000,14.89,25.14,2.45,0.6,700,0.9,700,1.0,28.76,28.76
49.6,240.56,6300,75000,24.86,20.15,1.29,0.6,700,0.9,700,1.0,49.6,49.6
58.09,201.75,6300,75000,20.84,25.65,1.61,0.6,700,0.9,700,1.0,58.09,58.09
37.82,311.18,6300,75000,19.16,26.7,2.65,0.6,700,0.9,700,1.0,37.82,37.82
50.56,254.88,6300,75000,15.69,22.35,2.53,0.6,700,0.9,700,1.0,50.56,50.56
35.79,344.96,6300,75000,20.49,25.44,2.6,0.6,700,0.9,700,1.0,35.79,35.79
38.1,302.66,6300,75000,18.36,23.89,1.47,0.6,700,0.9,700,1.0,38.1,38.1
52.01,313.95,6300,75000,15.22,26.43,1.58,0.6,700,0.9,700,1.0,52.01,52.01
30.34,286.28,6300,75000,17.68,15.82,1.51,0.6,700,0.9,700,1.0,30.34,30.34
22.13,253.27,6300,75000,18.03,17.47,2.91,0.6,700,0.9,700,1.0,22.13,22.13
31.33,295.55,6300,75000,18.56,17.72,1.19,0.6,700,0.9,700,1.0,31.33,31.33
41.16,240.32,6300,75000,18.76,18.74,2.95,0.6,700,0.9,700,1.0,41.16,41.16
38.79,243.52,6300,75000,20.3,25.16,1.67,0.6,700,0.9,700,1.0,38.79,38.79
27.43,277.94,6300,75000,17.13,15.66,1.82,0.6,700,0.9,700,1.0,27.43,27.43
32.44,328.44,6300,75000,21.21,25.86,1.04,0.6,700,0.9,700,1.0,32.44,32.44
47.29,314.94,6300,75000,20.75,28.8,1.11,0.6,700,0.9,700,1.0,47.29,47.29
45.67,349.08,6300,75000,22.77,28.43,1.93,0.6,700,0.9,700,1.0,45.67,45.67
64.35,191.65,6300,75000,15.63,17.84,1.8,0.6,700,0.9,700,1.0,64.35,64.35
54.43,254.31,6300,75000,24.55,21.5,1.64,0.6,700,0.9,700,1.0,54.43,54.43
33.09,261.86,6300,75000,18.08,26.06,2.68,0.6,700,0.9,700,1.0,33.09,33.09
48.95,289.23,6300,75000,18.99,16.92,1.46,0.6,700,0.9,700,1.0,48.95,48.95
30.99,330.17,6300,75000,21.81,24.99,1.55,0.6,700,0.9,700,1.0,30.99,30.99
44.24,248.51,6300,75000,14.96,22.58,1.49,0.6,700,0.9,700,1.0,44.24,44.24
37.64,187.96,6300,75000,16.87,18.32,2.85,0.6,700,0.9,700,1.0,37.64,37.64
29.6,324.74,6300,75000,18.87,27.9,2.7,0.6,700,0.9,700,1.0,29.6,29.6
24.81,290.95,6300,75000,20.51,26.24,2.66,0.6,700,0.9,700,1.0,24.81,24.81
48.39,331.28,6300,75000,18.47,18.33,1.94,0.6,700,0.9,700,1.0,48.39,48.39
40.08,245.1,6300,75000,23.54,15.63,1.5,0.6,700,0.9,700,1.0,40.08,40.08
39.46,247.78,6300,75000,14.77,18.94,1.83,0.6,700,0.9,700,1.0,39.46,39.46
52.76,291.29,6300,75000,21.31,23.97,2.66,0.6,700,0.9,700,1.0,52.76,52.76
42.1,203.5,6300,75000,23.79,23.26,2.16,0.6,700,0.9,700,1.0,42.1,42.1
25.38,339.11,6300,75000,21.28,20.26,1.98,0.6,700,0.9,700,1.0,25.38,25.38
38.19,251.59,6300,75000,20.66,19.94,1.6,0.6,700,0.9,700,1.0,38.19,38.19
40.54,251.02,6300,75000,15.82,17.64,1.38,0.6,700,0.9,700,1.0,40.54,40.54
48.76,226.73,6300,75000,17.58,26.18,1.07,0.6,700,0.9,700,1.0,48.76,48.76
27.33,188.81,6300,75000,24.8,25.23,1.43,0.6,700,0.9,700,1.0,27.33,27.33
29.15,312.37,6300,75000,21.88,22.65,1.53,0.6,700,0.9,700,1.0,29.15,29.15
35.9,185.9,6300,75000,19.22,16.7,2.8,0.6,700,0.9,700,1.0,35.9,35.9
33.0,292.63,6300,75000,22.25,17.36,1.34,0.6,700,0.9,700,1.0,33.0,33.0
30.22,179.45,6300,75000,24.73,18.81,1.41,0.6,700,0.9,700,1.0,30.22,30.22
37.45,233.27,6300,75000,21.56,27.1,1.99,0.6,700,0.9,700,1.0,37.45,37.45
41.96,286.45,6300,75000,23.51,23.53,2.6,0.6,700,0.9,700,1.0,41.96,41.96
45.29,336.96,6300,75000,16.93,18.53,1.18,0.6,700,0.9,700,1.0,45.29,45.29
39.19,269.77,6300,75000,21.38,21.92,2.62,0.6,700,0.9,700,1.0,39.19,39.19
40.24,211.81,6300,75000,21.4,20.2,1.45,0.6,700,0.9,700,1.0,40.24,40.24
32.24,314.51,6300,75000,15.49,16.45,2.48,0.6,700,0.9,700,1.0,32.24,32.24
23.61,315.05,6300,75000,17.91,20.9,1.18,0.6,700,0.9,700,1.0,23.61,23.61
38.74,323.31,6300,75000,22.15,26.81,1.64,0.6,700,0.9,700,1.0,38.74,38.74
41.4,335.88,6300,75000,22.7,21.35,1.56,0.6,700,0.9,700,1.0,41.4,41.4
30.51,304.83,6300,75000,19.95,24.76,1.35,0.6,700,0.9,700,1.0,30.51,30.51
29.74,180.97,6300,75000,19.5,22.54,1.66,0.6,700,0.9,700,1.0,29.74,29.74
44.41,236.27,6300,75000,18.17,26.13,1.95,0.6,700,0.9,700,1.0,44.41,44.41
50.71,205.9,6300,75000,23.63,20.08,2.14,0.6,700,0.9,700,1.0,50.71,50.71
