ribs_su_clay,ribs_su_LC,ribs_E_clay,ribs_E_LC,ribs_L_col,ribs_L_rib,ribs_c_rib,ribs_d_rib,Leire1_GURsUARatio,Leire1_gammaFC,Leire2_GURsUARatio,Leire2_gammaFC,Leire1_sUARef,Leire2_sUARef,FoS interim,FoS end
39.87,238.85,6300,75000,22.28,25.19,2.11,0.6,700,0.9,700,1.0,39.87,39.87,1.796,2.433
40.15,349.35,6300,75000,16.18,18.28,1.92,0.6,700,0.9,700,1.0,40.15,40.15,1.572,2.213
32.04,205.41,6300,75000,24.64,16.56,1.31,0.6,700,0.9,700,1.0,32.04,32.04,1.503,2.066
48.58,342.46,6300,75000,14.53,23.33,2.16,0.6,700,0.9,700,1.0,48.58,48.58,1.914,2.526
34.38,259.77,6300,75000,20.63,23.4,2.52,0.6,700,0.9,700,1.0,34.38,34.38,1.56,2.183
24.54,289.93,6300,75000,16.63,20.83,1.63,0.6,700,0.9,700,1.0,24.54,24.54,1.155,1.742
31.57,319.34,6300,75000,17.95,19.61,2.97,0.6,700,0.9,700,1.0,31.57,31.57,1.379,1.968
70.37,237.24,6300,75000,19.81,21.62,1.75,0.6,700,0.9,700,1.0,70.37,70.37,2.542,3.23
51.08,331.01,6300,75000,15.47,27.67,2.26,0.6,700,0.9,700,1.0,51.08,51.08,2.102,2.674
34.81,250.17,6300,75000,22.04,21.95,1.22,0.6,700,0.9,700,1.0,34.81,34.81,1.591,2.189
50.67,231.35,6300,75000,19.67,16.86,1.87,0.6,700,0.9,700,1.0,50.67,50.67,1.891,2.559
41.24,236.05,6300,75000,15.47,22.97,2.94,0.6,700,0.9,700,1.0,41.24,41.24,1.689,2.316
23.06,183.92,6300,75000,15.42,24.36,1.7,0.6,700,0.9,700,1.0,23.06,23.06,1.141,1.742
25.24,297.16,6300,75000,21.86,28.72,2.11,0.6,700,0.9,700,1.0,25.24,25.24,1.388,2.004
44.47,238.09,6300,75000,17.4,19.01,2.97,0.6,700,0.9,700,1.0,44.47,44.47,1.725,2.363
29.87,273.97,6300,75000,22.0,27.17,2.56,0.6,700,0.9,700,1.0,29.87,29.87,1.519,2.12
28.16,246.1,6300,75000,22.46,16.17,2.4,0.6,700,0.9,700,1.0,28.16,28.16,1.312,1.881
48.6,231.89,6300,75000,21.5,14.65,1.02,0.6,700,0.9,700,1.0,48.6,48.6,1.75233669666691,2.49673107198032
47.65,179.98,6300,75000,23.98,16.41,1.31,0.6,700,0.9,700,1.0,47.65,47.65,1.823505409537,2.54393098761518
34.76,214.2,6300,75000,24.16,14.98,1.65,0.6,700,0.9,700,1.0,34.76,34.76,1.48879200970189,2.13798722204723
41.85,303.53,6300,75000,20.34,21.99,2.31,0.6,700,0.9,700,1.0,41.85,41.85,1.692,2.398
34.6,184.44,6300,75000,20.7,19.03,1.59,0.6,700,0.9,700,1.0,34.6,34.6,1.468,2.113
48.47,272.23,6300,75000,19.78,16.29,1.5,0.6,700,0.9,700,1.0,48.47,48.47,1.772,2.508
50.12,243.24,6300,75000,24.43,20.81,1.28,0.6,700,0.9,700,1.0,50.12,50.12,2.0,2.71
28.94,176.57,6300,75000,21.15,27.45,2.46,0.6,700,0.9,700,1.0,28.94,28.94,1.424,2.088
28.44,227.89,6300,75000,19.97,25.4,1.25,0.6,700,0.9,700,1.0,28.44,28.44,1.359,2.018
26.47,339.34,6300,75000,17.61,15.33,2.99,0.6,700,0.9,700,1.0,26.47,26.47,1.106,1.711
35.97,178.31,6300,75000,20.43,28.63,2.03,0.6,700,0.9,700,1.0,35.97,35.97,1.644,2.326
60.67,200.5,6300,75000,14.56,24.86,2.85,0.6,700,0.9,700,1.0,60.67,60.67,2.213,2.9
21.99,215.98,6300,75000,20.0,22.16,1.64,0.6,700,0.9,700,1.0,21.99,21.99,1.118,1.745
37.37,313.07,6300,75000,19.03,14.9,3.0,0.6,700,0.9,700,1.0,37.37,37.37,1.431,2.099
101.75,198.15,6300,75000,22.2,20.71,2.13,0.6,700,0.9,700,1.0,101.75,101.75,3.331,3.711
29.5,183.51,6300,75000,19.47,16.78,1.29,0.6,700,0.9,700,1.0,29.5,29.5,1.253,1.884
42.72,306.86,6300,75000,23.02,19.77,1.44,0.6,700,0.9,700,1.0,42.72,42.72,1.759,2.428
30.66,224.52,6300,75000,16.78,28.07,2.57,0.6,700,0.9,700,1.0,30.66,30.66,1.406,2.074
35.02,317.93,6300,75000,21.42,24.28,2.75,0.6,700,0.9,700,1.0,35.02,35.02,1.562,2.239
35.15,271.04,6300,75000,17.97,24.5,1.51,0.6,700,0.9,700,1.0,35.15,35.15,1.509,2.188
26.64,293.81,6300,75000,21.09,25.76,1.24,0.6,700,0.9,700,1.0,26.64,26.64,1.331,1.989
39.72,328.92,6300,75000,23.61,28.76,2.14,0.6,700,0.9,700,1.0,39.72,39.72,1.803,2.508
36.47,208.91,6300,75000,22.14,27.81,1.66,0.6,700,0.9,700,1.0,36.47,36.47,1.675,2.364
47.46,333.88,6300,75000,21.05,15.03,2.77,0.6,700,0.9,700,1.0,47.46,47.46,1.733,2.446
65.56,278.53,6300,75000,19.3,15.94,2.79,0.6,700,0.9,700,1.0,65.56,65.56,2.207,3.008
51.35,301.81,6300,75000,18.9,15.43,2.19,0.6,700,0.9,700,1.0,51.35,51.35,1.804,2.544
54.36,263.09,6300,75000,22.81,27.61,2.47,0.6,700,0.9,700,1.0,54.36,54.36,2.179,2.893
26.79,239.9,6300,75000,19.45,17.91,2.48,0.6,700,0.9,700,1.0,26.79,26.79,1.19,1.799
43.51,203.79,6300,75000,19.26,26.99,1.71,0.6,700,0.9,700,1.0,43.51,43.51,1.807,2.523
60.31,332.09,6300,75000,19.87,16.14,1.01,0.6,700,0.9,700,1.0,60.31,60.31,2.081,2.87
31.11,322.01,6300,75000,17.56,14.64,1.87,0.6,700,0.9,700,1.0,31.11,31.11,1.232,1.863
67.9,254.77,6300,75000,15.35,17.3,1.32,0.6,700,0.9,700,1.0,67.9,67.9,2.244,3.069
35.38,211.56,6300,75000,15.07,18.54,2.55,0.6,700,0.9,700,1.0,35.38,35.38,1.364,2.037
30.26,302.27,6300,75000,24.52,23.44,2.87,0.6,700,0.9,700,1.0,30.26,30.26,1.484,2.13
55.56,299.48,6300,75000,17.43,16.01,2.53,0.6,700,0.9,700,1.0,55.56,55.56,1.893,2.667
44.71,344.36,6300,75000,18.91,24.47,1.89,0.6,700,0.9,700,1.0,44.71,44.71,1.788,2.501
63.49,232.27,6300,75000,23.88,14.84,2.92,0.6,700,0.9,700,1.0,63.49,63.49,2.187,2.975
36.29,317.66,6300,75000,23.44,17.76,1.95,0.6,700,0.9,700,1.0,36.29,36.29,1.561,2.204
53.8,343.02,6300,75000,16.46,18.08,2.34,0.6,700,0.9,700,1.0,53.8,53.8,1.88,2.645
51.2,249.73,6300,75000,22.18,20.59,2.23,0.6,700,0.9,700,1.0,51.2,51.2,1.973,2.646
53.95,198.5,6300,75000,20.21,26.34,2.95,0.6,700,0.9,700,1.0,53.95,53.95,2.102,2.804
49.71,260.31,6300,75000,14.71,16.9,1.03,0.6,700,0.9,700,1.0,49.71,49.71,1.724,2.461
35.65,216.48,6300,75000,15.0,25.8,1.06,0.6,700,0.9,700,1.0,35.65,35.65,1.506,2.194
23.81,339.74,6300,75000,16.61,17.79,1.21,0.6,700,0.9,700,1.0,23.81,23.81,1.041,1.653
31.88,184.46,6300,75000,22.63,25.87,2.07,0.6,700,0.9,700,1.0,31.88,31.88,1.489,2.179
40.77,239.08,6300,75000,19.42,14.7,2.73,0.6,700,0.9,700,1.0,40.77,40.77,1.499,2.217
42.0,226.35,6300,75000,18.97,26.39,1.68,0.6,700,0.9,700,1.0,42.0,42.0,1.66,2.459
45.78,320.63,6300,75000,22.06,14.55,2.3,0.6,700,0.9,700,1.0,45.78,45.78,1.703,2.422
37.24,305.92,6300,75000,24.97,18.87,2.71,0.6,700,0.9,700,1.0,37.24,37.24,1.62,2.288
57.02,304.15,6300,75000,22.5,17.25,2.44,0.6,700,0.9,700,1.0,57.02,57.02,2.015,2.806
44.82,211.38,6300,75000,19.04,18.78,1.25,0.6,700,0.9,700,1.0,44.82,44.82,1.64243783178442,2.39939223414242
68.51,196.96,6300,75000,19.07,17.06,2.11,0.6,700,0.9,700,1.0,68.51,68.51,2.23391544404985,3.11306632849962
78.82,215.02,6300,75000,18.4,23.77,1.86,0.6,700,0.9,700,1.0,78.82,78.82,2.572,3.506
58.66,298.3,6300,75000,18.25,16.81,2.43,0.6,700,0.9,700,1.0,58.66,58.66,1.956,2.807
44.9,281.52,6300,75000,15.67,20.4,2.06,0.6,700,0.9,700,1.0,44.9,44.9,1.584,2.393
43.69,321.57,6300,75000,16.85,27.8,1.37,0.6,700,0.9,700,1.0,43.69,43.69,1.674,2.508
19.3,292.48,6300,75000,18.65,21.46,2.67,0.6,700,0.9,700,1.0,19.3,19.3,0.9962,
33.22,256.26,6300,75000,18.2,14.87,2.75,0.6,700,0.9,700,1.0,33.22,33.22,1.29,1.949
30.55,322.76,6300,75000,22.94,27.42,2.81,0.6,700,0.9,700,1.0,30.55,30.55,1.476,2.172
31.84,241.88,6300,75000,23.56,28.97,1.18,0.6,700,0.9,700,1.0,31.84,31.84,1.557,2.259
39.9,210.58,6300,75000,20.94,26.59,1.76,0.6,700,0.9,700,1.0,39.9,39.9,1.661,2.389
43.46,194.52,6300,75000,16.58,20.76,1.84,0.6,700,0.9,700,1.0,43.46,43.46,1.573,2.366
23.26,313.34,6300,75000,22.77,21.64,2.9,0.6,700,0.9,700,1.0,23.26,23.26,1.203,1.825
55.95,300.66,6300,75000,17.38,27.37,2.26,0.6,700,0.9,700,1.0,55.95,55.95,2.003,2.863
41.62,309.08,6300,75000,24.62,25.75,2.76,0.6,700,0.9,700,1.0,41.62,41.62,1.801,2.512
88.22,299.24,6300,75000,16.74,22.32,2.7,0.6,700,0.9,700,1.0,88.22,88.22,2.765,3.558
36.96,210.8,6300,75000,23.71,22.87,2.0,0.6,700,0.9,700,1.0,36.96,36.96,1.611,2.318
54.18,223.57,6300,75000,17.02,26.08,2.86,0.6,700,0.9,700,1.0,54.18,54.18,1.933,2.758
33.75,315.92,6300,75000,17.4,16.73,2.46,0.6,700,0.9,700,1.0,33.75,33.75,1.296,1.99
56.22,189.48,6300,75000,17.76,15.73,2.48,0.6,700,0.9,700,1.0,56.22,56.22,1.871,2.687
46.52,255.92,6300,75000,17.79,18.21,2.6,0.6,700,0.9,700,1.0,46.52,46.52,1.646,2.438
36.25,212.14,6300,75000,24.2,25.35,2.88,0.6,700,0.9,700,1.0,36.25,36.25,1.638,2.353
45.38,287.22,6300,75000,21.7,17.38,1.5,0.6,700,0.9,700,1.0,45.38,45.38,1.703,2.434
36.68,268.72,6300,75000,20.91,24.6,1.63,0.6,700,0.9,700,1.0,36.68,36.68,1.549,2.29
35.23,315.58,6300,75000,16.35,16.37,2.42,0.6,700,0.9,700,1.0,35.23,35.23,1.305,2.018
35.01,229.09,6300,75000,18.88,20.07,2.02,0.6,700,0.9,700,1.0,35.01,35.01,1.397,2.12
34.3,321.66,6300,75000,24.57,19.79,2.39,0.6,700,0.9,700,1.0,34.3,34.3,1.536,2.201
29.06,325.14,6300,75000,24.89,27.94,2.9,0.6,700,0.9,700,1.0,29.06,29.06,1.494,2.173
33.58,223.93,6300,75000,16.5,19.57,1.38,0.6,700,0.9,700,1.0,33.58,33.58,1.298,2.031
31.03,346.6,6300,75000,20.24,28.55,1.43,0.6,700,0.9,700,1.0,31.03,31.03,1.441,2.149
65.68,275.79,6300,75000,17.72,15.9,2.88,0.6,700,0.9,700,1.0,65.68,65.68,2.115,3.0
33.67,267.61,6300,75000,19.56,16.31,2.32,0.6,700,0.9,700,1.0,33.67,33.67,1.35,2.019
55.04,323.95,6300,75000,16.14,26.39,1.24,0.6,700,0.9,700,1.0,55.04,55.04,1.93,2.796
29.8,209.21,6300,75000,15.51,21.58,1.53,0.6,700,0.9,700,1.0,29.8,29.8,1.189,1.914
42.63,290.78,6300,75000,24.12,23.42,2.96,0.6,700,0.9,700,1.0,42.63,42.63,1.792,2.519
43.29,337.98,6300,75000,23.13,22.08,1.23,0.6,700,0.9,700,1.0,43.29,43.29,1.748,2.479
44.94,190.09,6300,75000,23.42,16.53,1.16,0.6,700,0.9,700,1.0,44.94,44.94,1.736,2.463
41.89,175.12,6300,75000,19.7,18.57,2.71,0.6,700,0.9,700,1.0,41.89,41.89,1.577,2.326
49.14,238.67,6300,75000,21.59,16.6,2.58,0.6,700,0.9,700,1.0,49.14,49.14,1.79,2.549
29.63,222.68,6300,75000,22.57,28.47,1.72,0.6,700,0.9,700,1.0,29.63,29.63,1.458,2.118
33.05,347.68,6300,75000,16.99,21.75,1.01,0.6,700,0.9,700,1.0,33.05,33.05,1.316,2.029
19.87,284.35,6300,75000,14.74,24.73,2.51,0.6,700,0.9,700,1.0,19.87,19.87,0.8921,
45.93,331.6,6300,75000,23.85,26.63,2.29,0.6,700,0.9,700,1.0,45.93,45.93,1.906,2.655
27.56,326.41,6300,75000,15.73,18.15,2.39,0.6,700,0.9,700,1.0,27.56,27.56,1.092,1.773
42.55,245.68,6300,75000,18.79,19.32,2.85,0.6,700,0.9,700,1.0,42.55,42.55,1.579,2.341
21.64,237.73,6300,75000,23.19,14.51,1.49,0.6,700,0.9,700,1.0,21.64,21.64,1.084,1.659
48.83,340.94,6300,75000,23.31,20.22,1.88,0.6,700,0.9,700,1.0,48.83,48.83,1.878,2.635
45.73,224.77,6300,75000,23.76,17.28,1.08,0.6,700,0.9,700,1.0,45.73,45.73,1.773,2.485
55.48,215.56,6300,75000,24.36,27.59,2.44,0.6,700,0.9,700,1.0,55.48,55.48,2.175,2.878
61.01,309.63,6300,75000,21.53,17.5,2.96,0.6,700,0.9,700,1.0,61.01,61.01,2.107,2.916
29.27,194.0,6300,75000,24.7,20.1,2.33,0.6,700,0.9,700,1.0,29.27,29.27,1.4023609845452,2.03569215011656
26.41,214.14,6300,75000,18.23,17.04,2.29,0.6,700,0.9,700,1.0,26.41,26.41,1.12200911579537,1.75540414843818
39.1,227.1,6300,75000,14.79,16.83,1.33,0.6,700,0.9,700,1.0,39.1,39.1,1.36858862443989,2.12756098943409
73.4,300.25,6300,75000,17.84,22.97,1.69,0.6,700,0.9,700,1.0,73.4,73.4,2.35237058499205,3.31177246467113
62.24,234.82,6300,75000,17.59,15.96,1.19,0.6,700,0.9,700,1.0,62.24,62.24,2.00628583979426,2.92247121207794
24.24,304.94,6300,75000,15.58,20.77,2.25,0.6,700,0.9,700,1.0,24.24,24.24,1.025,1.705
48.15,293.21,6300,75000,24.24,20.01,1.46,0.6,700,0.9,700,1.0,48.15,48.15,1.886,2.615
38.49,207.71,6300,75000,14.7,23.79,1.88,0.6,700,0.9,700,1.0,38.49,38.49,1.431,2.231
44.52,258.24,6300,75000,16.05,25.51,2.34,0.6,700,0.9,700,1.0,44.52,44.52,1.642,2.475
52.53,252.25,6300,75000,15.16,17.43,2.17,0.6,700,0.9,700,1.0,52.53,52.53,1.74,2.577
25.85,348.17,6300,75000,23.27,25.98,2.44,0.6,700,0.9,700,1.0,25.85,25.85,1.337,2.002
50.01,311.73,6300,75000,18.34,18.05,1.74,0.6,700,0.9,700,1.0,50.01,50.01,1.75,2.559
27.07,300.36,6300,75000,24.72,18.92,2.72,0.6,700,0.9,700,1.0,27.07,27.07,1.329,1.956
66.59,274.94,6300,75000,15.14,17.7,1.81,0.6,700,0.9,700,1.0,66.59,66.59,2.112,3.036
47.37,248.49,6300,75000,24.33,15.87,1.02,0.6,700,0.9,700,1.0,47.37,47.37,1.826,2.539
34.2,340.18,6300,75000,20.39,27.65,1.08,0.6,700,0.9,700,1.0,34.2,34.2,1.506,2.216
56.82,175.37,6300,75000,21.07,22.39,1.54,0.6,700,0.9,700,1.0,56.82,56.82,2.05,2.855
38.69,269.91,6300,75000,20.27,20.68,1.9,0.6,700,0.9,700,1.0,38.69,38.69,1.535,2.27
35.26,240.85,6300,75000,22.38,14.79,1.77,0.6,700,0.9,700,1.0,35.26,35.26,1.447,2.099
44.6,229.5,6300,75000,14.92,28.71,2.71,0.6,700,0.9,700,1.0,44.6,44.6,1.658,2.483
45.09,333.14,6300,75000,20.13,14.74,1.58,0.6,700,0.9,700,1.0,45.09,45.09,1.633,2.377
66.32,268.87,6300,75000,17.8,26.92,1.92,0.6,700,0.9,700,1.0,66.32,66.32,2.278,3.165
34.35,318.33,6300,75000,19.37,21.88,1.23,0.6,700,0.9,700,1.0,34.35,34.35,1.415,2.12
49.82,213.79,6300,75000,21.23,19.18,1.12,0.6,700,0.9,700,1.0,49.82,49.82,1.828,2.599
44.05,317.36,6300,75000,23.2,15.4,1.72,0.6,700,0.9,700,1.0,44.05,44.05,1.696,2.418
25.0,267.24,6300,75000,15.6,20.33,1.56,0.6,700,0.9,700,1.0,25.0,25.0,1.042,1.727
35.32,308.56,6300,75000,19.35,22.81,2.08,0.6,700,0.9,700,1.0,35.32,35.32,1.451,2.188
58.56,235.73,6300,75000,19.12,16.2,2.82,0.6,700,0.9,700,1.0,58.56,58.56,1.964,2.806
24.13,272.4,6300,75000,16.97,22.36,2.35,0.6,700,0.9,700,1.0,24.13,24.13,1.086,1.762
31.8,213.0,6300,75000,15.05,21.47,2.84,0.6,700,0.9,700,1.0,31.8,31.8,1.224,1.964
41.73,342.89,6300,75000,15.64,28.6,1.79,0.6,700,0.9,700,1.0,41.73,41.73,1.598,2.417
38.94,289.76,6300,75000,17.01,23.48,1.93,0.6,700,0.9,700,1.0,38.94,38.94,1.496,2.283
37.06,195.17,6300,75000,19.01,20.65,2.82,0.6,700,0.9,700,1.0,37.06,37.06,1.459,2.198
42.33,270.47,6300,75000,20.69,15.11,2.45,0.6,700,0.9,700,1.0,42.33,42.33,1.58,2.297
42.83,333.26,6300,75000,23.0,14.96,2.34,0.6,700,0.9,700,1.0,42.83,42.83,1.671,2.35
49.55,246.56,6300,75000,16.83,15.61,1.34,0.6,700,0.9,700,1.0,49.55,49.55,1.677,2.467
32.9,271.25,6300,75000,24.02,21.1,2.73,0.6,700,0.9,700,1.0,32.9,32.9,1.499,2.159
36.19,214.64,6300,75000,24.48,25.32,2.28,0.6,700,0.9,700,1.0,36.19,36.19,1.644,2.362
29.35,347.45,6300,75000,21.26,15.84,2.25,0.6,700,0.9,700,1.0,29.35,29.35,1.263,1.887
80.94,190.75,6300,75000,23.04,25.47,1.48,0.6,700,0.9,700,1.0,80.94,80.94,2.762,3.536
34.51,345.13,6300,75000,22.9,25.57,1.29,0.6,700,0.9,700,1.0,34.51,34.51,1.559,2.271
31.43,310.59,6300,75000,17.51,19.86,1.62,0.6,700,0.9,700,1.0,31.43,31.43,1.262,1.968
54.87,308.98,6300,75000,22.47,20.47,2.24,0.6,700,0.9,700,1.0,54.87,54.87,2.01,2.789
69.37,204.12,6300,75000,19.41,27.76,2.61,0.6,700,0.9,700,1.0,69.37,69.37,2.413,3.227
46.84,262.34,6300,75000,17.89,15.22,1.57,0.6,700,0.9,700,1.0,46.84,46.84,1.627,2.387
32.53,249.46,6300,75000,22.37,26.66,2.52,0.6,700,0.9,700,1.0,32.53,32.53,1.509,2.216
42.25,263.77,6300,75000,17.54,19.99,2.89,0.6,700,0.9,700,1.0,42.25,42.25,1.55,2.323
51.72,323.47,6300,75000,15.87,15.37,1.46,0.6,700,0.9,700,1.0,51.72,51.72,1.712,2.528
37.78,219.22,6300,75000,14.83,23.35,1.11,0.6,700,0.9,700,1.0,37.78,37.78,1.412,2.204
30.72,335.22,6300,75000,23.17,23.58,1.83,0.6,700,0.9,700,1.0,30.72,30.72,1.448,2.091
45.0,282.64,6300,75000,17.06,24.42,2.54,0.6,700,0.9,700,1.0,45.0,45.0,1.6648004228171,2.47319845191812
21.13,241.15,6300,75000,16.24,25.98,2.01,0.6,700,0.9,700,1.0,21.13,21.13,1.02056947198908,1.72560567210955
42.78,288.67,6300,75000,15.77,26.83,2.0,0.6,700,0.9,700,1.0,42.78,42.78,1.60789320869542,2.43593704884896
49.07,263.91,6300,75000,15.44,21.42,1.1,0.6,700,0.9,700,1.0,49.07,49.07,1.69946926266949,2.51360445577594
40.39,297.06,6300,75000,23.22,15.59,1.68,0.6,700,0.9,700,1.0,40.39,40.39,1.61290497016601,2.29923349450571
52.94,275.17,6300,75000,18.13,24.12,2.87,0.6,700,0.9,700,1.0,52.94,52.94,2.005,2.687
23.43,285.24,6300,75000,23.48,28.36,1.25,0.6,700,0.9,700,1.0,23.43,23.43,1.326,1.987
26.86,236.73,6300,75000,22.84,24.4,1.96,0.6,700,0.9,700,1.0,26.86,26.86,1.355,2.0
40.47,201.36,6300,75000,19.94,19.67,1.77,0.6,700,0.9,700,1.0,40.47,40.47,1.615,2.288
33.93,328.0,6300,75000,15.99,25.62,2.24,0.6,700,0.9,700,1.0,33.93,33.93,1.461,2.127
22.44,264.36,6300,75000,21.94,14.58,1.41,0.6,700,0.9,700,1.0,22.44,22.44,1.083,1.656
49.42,310.41,6300,75000,16.07,20.63,2.66,0.6,700,0.9,700,1.0,49.42,49.42,1.818,2.524
28.7,312.9,6300,75000,22.02,23.68,2.25,0.6,700,0.9,700,1.0,28.7,28.7,1.381,2.018
62.61,209.43,6300,75000,24.93,16.95,1.02,0.6,700,0.9,700,1.0,62.61,62.61,2.286,3.01
48.29,344.56,6300,75000,22.56,27.74,2.22,0.6,700,0.9,700,1.0,48.29,48.29,2.019,2.727
36.83,247.0,6300,75000,20.58,25.82,2.68,0.6,700,0.9,700,1.0,36.83,36.83,1.624,2.308
40.97,177.06,6300,75000,20.05,19.35,2.3,0.6,700,0.9,700,1.0,40.97,40.97,1.617,2.31
29.38,239.61,6300,75000,14.97,18.5,2.07,0.6,700,0.9,700,1.0,29.38,29.38,1.185,1.824
29.9,334.39,6300,75000,16.68,28.85,1.28,0.6,700,0.9,700,1.0,29.9,29.9,1.401,2.052
42.2,329.49,6300,75000,18.51,24.83,1.07,0.6,700,0.9,700,1.0,42.2,42.2,1.732,2.434
52.65,261.34,6300,75000,24.11,23.95,2.13,0.6,700,0.9,700,1.0,52.65,52.65,2.114,2.786
44.28,244.65,6300,75000,24.05,16.05,2.37,0.6,700,0.9,700,1.0,44.28,44.28,1.751,2.443
33.29,327.47,6300,75000,17.92,28.42,1.51,0.6,700,0.9,700,1.0,33.29,33.29,1.58,2.18
39.96,208.37,6300,75000,19.89,21.72,2.18,0.6,700,0.9,700,1.0,39.96,39.96,1.684,2.316
50.2,317.03,6300,75000,17.15,23.56,2.76,0.6,700,0.9,700,1.0,50.2,50.2,1.984,2.617
45.62,341.28,6300,75000,18.71,19.37,2.27,0.6,700,0.9,700,1.0,45.62,45.62,1.781,2.445
36.61,253.96,6300,75000,17.18,23.7,2.28,0.6,700,0.9,700,1.0,36.61,36.61,1.591,2.206
87.44,260.92,6300,75000,18.45,27.13,1.98,0.6,700,0.9,700,1.0,87.44,87.44,3.168,3.553
57.36,257.82,6300,75000,22.66,21.86,1.19,0.6,700,0.9,700,1.0,57.36,57.36,2.218,2.899
43.59,220.52,6300,75000,17.34,24.66,1.82,0.6,700,0.9,700,1.0,43.59,43.59,1.813,2.433
39.56,319.05,6300,75000,19.35,16.48,2.99,0.6,700,0.9,700,1.0,39.56,39.56,1.572,2.202
55.36,252.55,6300,75000,17.46,25.08,1.37,0.6,700,0.9,700,1.0,55.36,55.36,2.175,2.826
48.07,193.4,6300,75000,23.65,28.13,2.67,0.6,700,0.9,700,1.0,48.07,48.07,2.071,2.744
40.9,251.86,6300,75000,22.86,27.97,2.54,0.6,700,0.9,700,1.0,40.9,40.9,1.859,2.497
34.14,216.89,6300,75000,14.5,21.67,2.82,0.6,700,0.9,700,1.0,34.14,34.14,1.442,2.022
46.56,322.63,6300,75000,15.27,19.73,2.98,0.6,700,0.9,700,1.0,46.56,46.56,1.777,2.402
36.57,241.59,6300,75000,15.01,27.03,2.41,0.6,700,0.9,700,1.0,36.57,36.57,1.621,2.23
77.12,335.59,6300,75000,20.63,22.91,2.73,0.6,700,0.9,700,1.0,77.12,77.12,2.756,3.39
39.79,230.82,6300,75000,15.86,23.84,2.65,0.6,700,0.9,700,1.0,39.79,39.79,1.66,2.284
39.65,341.63,6300,75000,15.89,14.6,2.78,0.6,700,0.9,700,1.0,39.65,39.65,1.486,2.122
41.53,273.02,6300,75000,17.32,27.3,2.7,0.6,700,0.9,700,1.0,41.53,41.53,1.803,2.416
45.45,199.97,6300,75000,15.13,15.18,2.32,0.6,700,0.9,700,1.0,45.45,45.45,1.651,2.308
27.96,188.57,6300,75000,21.35,19.25,1.78,0.6,700,0.9,700,1.0,27.96,27.96,1.33,1.913
43.19,221.1,6300,75000,16.86,19.98,1.07,0.6,700,0.9,700,1.0,43.19,43.19,1.699,2.35
32.72,283.43,6300,75000,20.42,28.25,2.91,0.6,700,0.9,700,1.0,32.72,32.72,1.594,2.21
45.5,208.08,6300,75000,20.04,22.68,1.7,0.6,700,0.9,700,1.0,45.5,45.5,1.863,2.501
40.66,269.3,6300,75000,22.27,22.59,1.55,0.6,700,0.9,700,1.0,40.66,40.66,1.763,2.388
28.76,295.8,6300,75000,14.89,25.14,2.45,0.6,700,0.9,700,1.0,28.76,28.76,1.391,1.925
49.6,240.56,6300,75000,24.86,20.15,1.29,0.6,700,0.9,700,1.0,49.6,49.6,2.034,2.681
58.09,201.75,6300,75000,20.84,25.65,1.61,0.6,700,0.9,700,1.0,58.09,58.09,2.295,2.921
37.82,311.18,6300,75000,19.16,26.7,2.65,0.6,700,0.9,700,1.0,37.82,37.82,1.55839683969493,2.33004792579436
50.56,254.88,6300,75000,15.69,22.35,2.53,0.6,700,0.9,700,1.0,50.56,50.56,1.75437259792023,2.57120435674084
35.79,344.96,6300,75000,20.49,25.44,2.6,0.6,700,0.9,700,1.0,35.79,35.79,1.5219111088462,2.26679943862372
38.1,302.66,6300,75000,18.36,23.89,1.47,0.6,700,0.9,700,1.0,38.1,38.1,1.51134083363785,2.2783611146048
52.01,313.95,6300,75000,15.22,26.43,1.58,0.6,700,0.9,700,1.0,52.01,52.01,1.82833728611665,2.6756610719324
30.34,286.28,6300,75000,17.68,15.82,1.51,0.6,700,0.9,700,1.0,30.34,30.34,1.20721860742048,1.86827265521189
22.13,253.27,6300,75000,18.03,17.47,2.91,0.6,700,0.9,700,1.0,22.13,22.13,0.9959,
31.33,295.55,6300,75000,18.56,17.72,1.19,0.6,700,0.9,700,1.0,31.33,31.33,1.27131805881219,1.95092598939282
41.16,240.32,6300,75000,18.76,18.74,2.95,0.6,700,0.9,700,1.0,41.16,41.16,1.53581797230827,2.2873386811759
38.79,243.52,6300,75000,20.3,25.16,1.67,0.6,700,0.9,700,1.0,38.79,38.79,1.59704066289778,2.35347315857201
27.43,277.94,6300,75000,17.13,15.66,1.82,0.6,700,0.9,700,1.0,27.43,27.43,1.10809367576274,1.74325601308349
32.44,328.44,6300,75000,21.21,25.86,1.04,0.6,700,0.9,700,1.0,32.44,32.44,1.465,2.17
47.29,314.94,6300,75000,20.75,28.8,1.11,0.6,700,0.9,700,1.0,47.29,47.29,1.88,2.666
45.67,349.08,6300,75000,22.77,28.43,1.93,0.6,700,0.9,700,1.0,45.67,45.67,1.887,2.672
64.35,191.65,6300,75000,15.63,17.84,1.8,0.6,700,0.9,700,1.0,64.35,64.35,2.067,2.967
54.43,254.31,6300,75000,24.55,21.5,1.64,0.6,700,0.9,700,1.0,54.43,54.43,2.075,2.821
33.09,261.86,6300,75000,18.08,26.06,2.68,0.6,700,0.9,700,1.0,33.09,33.09,1.399,2.145
48.95,289.23,6300,75000,18.99,16.92,1.46,0.6,700,0.9,700,1.0,48.95,48.95,1.724,2.488
